"PlayerID","Player","Squad","League","Nation","Pos","Age","Born","Season","MP","Min","Mn.MP","Min.","Starts","Mn.Start","Subs","Mn.Sub","unSub","X90s","Sh","Sh.90","SoT","SoT.","SoT.90","G.Sh","G.SoT","Gls","Ast","G.A","PK","PKatt","PKcon","OG","xG","npxG","npxG.Sh","G.xG","np.G.xG","Pass","Cmp","Cmp.","PassLive","PassDead","KP","Crs","CrsPA","A.xAG","xAG","xA","PPA","Live","Dead","FK","TB","Sw","TI","CK","In","Out","Str","Compl","PPM","Mis","Tkl","TklW","Tkl.","Tkld","Tkld.","Tkl.Int","Int","Blocks","Clr","Fls","Recov","Def","Def.3rd","Mid.3rd","Att.3rd","Att","Att.Pen","Off","Dis","Won","Won.","Lost","X...","X...90","On.Off","onG","onGA","onxG","onxGA","xG...","xG...90","SCA","SCA90","PrgC","PrgDist","PrgP","PrgR","Rec","Carries","CPA","Touches","Dist","TotDist","Ballon.d.or","European.Golden.Shoe","League.Won","UCL_Won","The.Best.FIFA.Mens.Player","UEFA.Best.Player","UCL_MP","UCL_Gls","UCL_xG","UCL_Ast","UCL_xA","UCL_KP","UCL_GCA","UCL_SCA","crosses_per90","prg_received_per90","touches_att_3rd_per90","progressive_passes_per90_raw","progressive_carries_per90_raw","key_passes_per90_raw","tackles_per90_raw","interceptions_per90_raw","recoveries_per90_raw","pass_completion","progressive_passes_per90","progressive_carries_per90","key_passes_per90","tackles_per90","interceptions_per90","recoveries_per90","estimated_possession_proxy","padj_multiplier","padj_tackles","padj_interceptions","padj_recoveries","progression_index","defending_score","age_score","scouting_score"
4933,"Christoph Zimmermann","Darmstadt 98","Bundesliga","GER","DF",30,1993,"2023-2024",19,1220,64,39.9,12,81,7,35,5,13.6,14,0.3,1,25,0.07,0,0,0,0,0,0,0,0,1,0.3,0.3,0.07,0,0,7,455,82,8,0,3,0,0,0,0.1,0.3,2,532,21,16,0,7,5,0,0,0,0,8,0.42,7,33,21,48.7,1,33.3,54,21,21,66,13,53,0,26,7,0,39,9,1,2,29,58,20,0,0,0,8,34,10.7,29.2,0,0,9,0.67,7,3318,34,1,403,341,0,728,13.8,9024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737704918032787,0,2.50819672131148,0.516393442622951,0.221311475409836,2.4344262295082,1.54918032786885,3.90983606557377,82,2.61867502243156,0.540418069167599,0.238852008016334,2.03737762898523,1.35628380398231,3.93377331254365,46.8367394376278,0.843142752215628,1.71780018140516,1.14354085927513,3.31673245733044,1.17548112065783,6.17807349801073,0.85,2.57561449766635
14353,"Christophe Hérelle","Metz","Ligue 1","MTQ","DF",30,1992,"2023-2024",19,1617,85,52.8,18,87,1,45,5,18,9,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.02,0,0,7,543,89.2,13,0,1,1,1,0,0,0.1,5,580,28,27,0,2,1,0,0,0,0,15,0.84,9,32,15,56.5,3,33.3,50,18,16,68,14,77,0,24,7,1,23,4,0,1,17,51.5,10,0,0,0.02,14,26,16.3,25.7,0,0,15,0.83,1,3571,41,1,436,504,0,776,21.5,12018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556586270871985,0.0556586270871985,0.0556586270871985,2.28200371057514,0.0556586270871985,0.0556586270871985,1.78107606679035,1.00185528756957,4.28571428571429,89.2,2.3924018882939,0.15313887927634,0.161199699515959,1.67875410175975,1.03816032590935,4.22410725276162,52.4827803029555,1.1235052403472,1.88608903058143,1.16637856647971,4.7458066342663,0.937294634730237,7.79827423132744,0.85,2.97360012329033
3535,"Christopher Jullien","Montpellier","Ligue 1","FRA","DF",30,1993,"2023-2024",20,1233,62,40.3,13,87,7,15,8,13.7,20,0.51,1,14.3,0.07,0.14,1,1,0,1,0,0,0,0,1.1,1.1,0.16,0,0,5,441,86.1,8,0,2,1,1,0,0.1,0.1,1,477,34,18,0,0,1,0,0,0,0,11,1.4,7,16,12,35.3,0,0,28,12,25,106,13,47,1,11,5,0,17,10,0,0,45,64.3,11,0,0,0.25,18,18,16.1,22.2,0,0,10,0.74,1,2972,26,4,364,402,0,688,8,8894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072992700729927,0.291970802919708,0,1.8978102189781,0.072992700729927,0.145985401459854,1.16788321167883,0.875912408759124,3.43065693430657,86.1,2.08999094477697,0.190730368117832,0.209343215768356,1.3040018432272,0.972640020516657,3.58121290949551,49.41813368066,0.970914889653042,1.2660748057243,0.944350678192062,3.47705293684688,0.859355116225269,5.68747842076324,0.85,2.30608557271908
15007,"Christopher Wooh","Rennes","Ligue 1","CMR","DF",22,2001,"2024-2025",20,1456,73,47.6,17,84,3,8,11,16.2,8,0.62,4,40,0.25,0,0,0,0,0,0,0,1,1,1.3,1.3,0.13,0,0,14,749,87.1,10,1,2,0,0,0,0.1,0.3,2,822,35,27,0,2,1,0,0,0,0,13,1.15,12,36,19,66.7,4,33.3,59,23,22,63,33,53,0,21,13,2,27,13,0,4,42,70,9,0,0,0,21,23,22.5,22.7,0,0,16,0.99,14,5490,59,2,695,558,0,1028,9.2,14386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123626373626374,0.123626373626374,3.64697802197802,0.865384615384615,0.123626373626374,2.22527472527473,1.4217032967033,3.2760989010989,87.1,3.60820322489802,0.821542742766643,0.195524011471256,1.94748895212047,1.29743263195104,3.44508084499312,49.8466797021407,0.992334135275075,1.93255976526023,1.2874866889048,3.41867132126897,1.60658062475537,6.638717775434,1,2.92134758253235
9902,"Chumi","Almería","La Liga","ESP","DF",24,1999,"2023-2024",31,2434,79,71.2,26,88,5,30,6,27,23,0.18,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0.19,0,0,15,1044,86.4,18,1,4,2,1,0,1.4,0.6,3,1139,64,21,0,4,25,0,0,0,0,24,0.58,14,34,22,61.5,1,16.7,48,14,38,107,23,93,1,22,12,0,26,11,0,4,43,58.1,10,0,0,0.23,34,55,36.5,44.5,0,0,21,0.78,11,6336,68,4,944,830,0,1462,13.8,18403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739523418241578,0.147904683648316,0,2.51437962202136,0.406737880032868,0.147904683648316,1.25718981101068,0.517666392769104,3.43878389482334,86.4,2.57335353883985,0.433353811616166,0.192947780762235,1.32021850948423,0.678400971075515,3.52525275327083,50.960743283909,1.04800024857659,1.38358932611489,0.71096438632174,3.69446576172314,1.10831891151813,5.78901947415977,1,2.46643340685518
9559,"Clément Lenglet","Atlético Madrid","La Liga","FRA","DF",29,1995,"2024-2025",23,1972,86,57.7,23,86,0,0,10,21.9,18,0.46,4,40,0.18,0.2,0.5,2,1,3,0,0,2,0,2.4,2.4,0.24,0,0,6,1193,87.5,16,0,5,4,0,0,1.1,0.7,0,1318,45,35,0,13,3,0,0,0,0,19,2.39,8,27,17,73.3,0,0,49,22,24,104,29,74,0,19,8,0,15,17,2,3,37,49.3,4,24,1.1,0.23,42,18,41.3,17.3,24,1.09,17,0.78,16,9766,79,1,1162,1065,0,1583,14.9,23967,0,0,0,0,0,0,7,0,0.3,0,0.1,1,1,8,0.182555780933063,0.0456389452332657,0,3.60547667342799,0.730223123732252,0.228194726166329,1.23225152129817,1.00405679513185,3.37728194726166,87.5,3.57964648547878,0.715645403896875,0.238950434785551,1.31320818461031,1.03520934047379,3.49158419754033,51.5739020177094,1.07853305150448,1.41633843060841,1.11650748892714,3.76578895915799,1.57247877470101,6.29863487869354,0.85,2.77608197348847
18263,"Conor Coady","Leicester City","Premier League","ENG","DF",31,1993,"2024-2025",22,1714,78,50.1,19,89,3,7,13,19,24,0.11,2,100,0.11,0.5,0.5,1,0,1,0,0,2,0,0.4,0.4,0.21,0.6,0.6,8,977,91.1,6,0,1,0,0,0,0.1,0.5,2,1010,58,29,2,3,1,0,0,0,0,16,0.73,4,13,9,50,1,50,26,13,32,71,8,62,0,6,6,1,6,8,1,3,13,37.1,3,0,0,0,16,42,15.1,38.2,0,0,6,0.32,3,6371,32,0,878,789,1,1210,6.9,17121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525087514585764,1.68028004667445,0.157526254375729,0.0525087514585764,0.682613768961494,0.682613768961494,3.25554259043174,91.1,1.84603636942922,0.233881781974392,0.156899461332875,0.95936045573715,0.829426213739052,3.40854622397871,50.9982620438133,1.04987169365542,1.0072053864908,0.870791103780421,3.57853619707132,0.77359892014483,5.45653268734254,0.85,2.20749937426069
10667,"Copete","Mallorca","La Liga","ESP","DF",24,1999,"2024-2025",25,1528,61,44.7,16,88,9,13,9,17,16,0.35,2,33.3,0.12,0,0,0,0,0,0,0,0,0,0.5,0.5,0.08,0,0,8,639,83.3,9,1,0,7,0,0,0,0.1,4,717,49,28,2,0,0,0,0,0,0,15,1.2,7,29,17,91.7,0,0,46,17,24,123,27,46,0,18,10,1,12,12,0,2,27,62.8,1,0,0,0,14,21,16.2,21.8,0,0,10,0.59,10,4725,47,2,590,518,0,987,9.9,12173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412303664921466,0.117801047120419,0.0589005235602094,2.76832460732984,0.589005235602094,0,1.70811518324607,1.00130890052356,2.70942408376963,83.3,2.82982694899803,0.59611096812118,0.139272269723283,1.6288686943015,1.03913748072755,2.99975725326775,45.4311586967728,0.775450509079586,1.2631070582199,0.805799688433859,2.32616328916166,1.23886541372698,4.39507003581542,1,2.09736717623542
18167,"Craig Dawson","Wolves","Premier League","ENG","DF",34,1990,"2024-2025",15,971,65,28.4,10,89,5,17,6,10.8,11,0.46,1,20,0.09,0,0,0,0,0,0,0,0,2,0.5,0.5,0.1,0,0,5,484,86.6,6,0,2,0,0,0,0,0.1,1,528,30,20,1,11,0,0,0,0,0,9,0.87,2,15,3,80,2,40,24,9,16,52,6,35,0,8,6,1,15,14,2,0,21,65.6,3,0,0,0,16,25,10.6,18.7,0,0,7,0.65,6,3180,20,5,443,390,0,671,8.5,9745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463439752832132,0.0926879505664264,1.85375901132853,0.556127703398558,0.185375901132853,1.3903192584964,0.834191555097837,3.24407826982492,86.6,2.09649946099563,0.574636929669598,0.228300981170388,1.43927069652842,0.964636866325701,3.48103483189123,51.7625972858571,1.087902406434,1.56578605426321,1.04943076821068,3.78702617049505,1.00202950417321,6.40224299296894,0.5,2.50808469955996
10467,"Cristhian Mosquera","Valencia","La Liga","ESP","DF",20,2004,"2024-2025",37,3319,90,97,37,90,0,0,0,36.9,24,0.14,2,40,0.05,0.2,0.5,1,0,1,0,0,3,0,0.4,0.4,0.08,0.6,0.6,13,1858,90.5,12,0,0,2,0,0,0,0.3,1,1931,117,57,0,6,49,0,0,0,0,36,1.24,18,56,36,77.5,4,44.4,91,35,37,128,14,190,2,41,13,2,40,7,0,10,41,44.6,9,0,0,5.24,43,47,41.4,47.2,0,0,14,0.38,35,11556,123,6,1583,1401,0,2367,10.5,32827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542332027719193,0.162699608315758,0.0542332027719193,3.33534197047303,0.949081048508587,0,1.51852967761374,0.949081048508587,5.15215426333233,90.5,3.334282255604,0.920017757380815,0.0916804294909592,1.51307440102805,0.982319513840075,5.01624246210884,49.4133727771649,0.970677047502297,1.46870659224121,0.953515005398175,4.86915142267546,1.5143570064209,7.29137302031485,1,3.08365470866281
19242,"Cristian Romero","Tottenham","Premier League","ARG","DF",26,1998,"2024-2025",18,1416,79,41.4,18,79,0,0,3,15.7,3,1.02,8,50,0.51,0.06,0.13,1,0,1,0,0,0,0,1.6,1.6,0.1,0,0,15,1094,89.5,16,0,7,3,1,0,0.6,0.8,8,1120,101,80,4,2,7,0,0,0,0,13,1.11,10,35,29,70,2,50,56,21,18,57,14,90,0,26,8,1,30,23,2,5,41,60.3,9,5,0.32,0.59,27,22,27,19.1,7.9,0.5,20,1.27,12,8197,71,3,936,896,0,1377,9.1,20402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190677966101695,0.190677966101695,0.0635593220338983,4.51271186440678,0.76271186440678,0.444915254237288,2.22457627118644,1.33474576271186,5.72033898305085,89.5,4.36900353439055,0.737335032786621,0.332671549412644,1.94224011774367,1.24269472265518,5.3097890296937,50.538518300873,1.02691940979006,1.99452407538391,1.27614733113828,5.45272541648279,1.88377349471966,8.72339682300498,0.95,3.65002844478936
15626,"Cédric Kipré","Reims","Ligue 1","CIV","DF",27,1996,"2024-2025",28,2190,78,71.6,26,84,2,7,4,24.3,27,0.37,1,11.1,0.04,0,0,0,1,1,0,0,1,0,0.6,0.6,0.07,0,0,15,1148,88.9,27,1,10,12,4,0,1.3,1.4,10,1230,59,45,3,5,3,0,0,0,0,22,0.96,15,42,30,74.4,2,16.7,74,32,42,162,24,73,1,30,11,1,39,16,1,3,41,63.1,10,0,0,0,22,34,26.9,37.3,0,0,31,1.27,16,7534,77,3,1063,925,0,1596,16.9,21071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493150684931507,0.123287671232877,0.0410958904109589,3.16438356164384,0.657534246575342,0.410958904109589,1.72602739726027,1.31506849315068,3,88.9,3.17668518684523,0.653768946567825,0.33571428337257,1.65864403275705,1.2517350708585,3.16840220444082,49.5239872969595,0.976203857947015,1.61917470373822,1.22194860529965,3.09300645550296,1.43911831385199,5.93412976454083,0.95,2.63478625490304
8116,"César Azpilicueta","Atlético Madrid","La Liga","ESP","DF",33,1989,"2023-2024",25,1423,57,41.6,14,81,11,26,4,15.8,6,0.13,2,100,0.13,0,0,0,2,2,0,0,0,0,0.6,0.6,0.32,0,0,19,867,83.8,30,2,15,11,2,0,2.4,1.9,15,899,130,19,1,2,111,0,0,0,0,6,2.12,10,25,14,63.2,3,50,41,16,25,46,29,72,0,15,9,1,19,12,0,6,21,47.7,7,8,0.51,0,24,16,24.3,15.1,9.2,0.58,32,2.03,39,5238,77,39,752,624,3,1168,20.3,13049,0,0,0,0,0,0,6,0,0,0,0.1,0,1,3,0.695713281799016,2.46661981728742,0.0632466619817287,4.86999297259311,2.46661981728742,0.948699929725931,1.58116654954322,1.01194659170766,4.55375966268447,83.8,4.68418542878584,2.11954059757884,0.547211500247164,1.5471474411823,1.04727853644445,4.42203741370871,51.5739020177094,1.07853305150448,1.6686496508657,1.12952451568658,4.76931350567423,2.54318888671696,7.5674876722265,0.7,3.51132185635473
10671,"César Montes","Almería","La Liga","MEX","DF",26,1997,"2023-2024",21,1788,85,52.3,21,85,0,0,7,19.9,9,0.65,2,15.4,0.1,0,0,0,0,0,0,0,0,0,0.7,0.7,0.05,0,0,12,750,77.1,16,0,4,3,1,0,0.2,0.4,7,927,39,36,1,16,0,0,0,0,0,17,0.57,7,22,13,50,0,0,33,11,21,94,22,64,0,13,9,0,18,23,2,1,59,71.1,9,0,0,0,17,40,24.7,31.8,0,0,18,0.91,7,5775,52,2,730,593,1,1156,11,15594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151006711409396,0.100671140939597,0,2.61744966442953,0.352348993288591,0.201342281879195,1.10738255033557,0.553691275167785,3.22147651006711,77.1,2.68559827154257,0.395580740605086,0.226543133865586,1.23538157343157,0.740432280148534,3.37617972021468,50.960743283909,1.04800024857659,1.29468019604323,0.775973213649795,3.53823718602423,1.14432753819489,5.60889059571725,0.95,2.40749819399313
10470,"César Tárrega","Valencia","La Liga","ESP","DF",22,2002,"2024-2025",34,3026,89,88.5,34,89,0,0,3,33.6,20,0.62,6,28.6,0.18,0.1,0.33,2,0,2,0,0,2,2,2,2,0.09,0,0,21,1428,84.4,9,0,3,1,0,0,0.1,0.2,1,1608,79,47,0,10,1,0,0,0,0,33,1.24,15,49,37,61.3,2,13.3,71,22,41,222,56,104,0,33,13,3,31,37,0,4,87,58.4,12,0,0,0.22,37,45,37.8,44.1,0,0,10,0.3,20,9416,79,1,1318,1134,0,2096,10.4,27168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297422339722406,0.0297422339722406,0.0892267019167217,2.34963648380701,0.594844679444812,0.0892267019167217,1.45736946463979,0.654329147389293,3.09319233311302,84.4,2.40765560710041,0.598203636667183,0.151674878279715,1.46539824876127,0.758999220513671,3.20910187263397,49.4133727771649,0.970677047502297,1.42242844552262,0.736743122424755,3.11500153086243,1.09593832500396,5.27417309880981,1,2.30502725964453
4771,"Daley Blind","Girona","La Liga","NED","DF",33,1990,"2023-2024",34,2972,87,86.9,33,90,1,3,1,33,19,0.51,6,35.3,0.18,0.06,0.17,1,2,3,0,0,1,0,1.7,1.7,0.1,0,0,18,2304,89.1,41,2,17,17,3,0.9,1.1,1.9,26,2465,97,69,0,18,21,2,0,1,0,32,2.29,18,47,21,61.7,9,34.6,68,21,37,113,19,147,1,33,13,1,47,27,0,3,39,54.9,18,41,1.24,1.64,78,37,63.3,45.7,17.6,0.53,48,1.45,48,15810,209,22,2186,1871,3,2869,16.6,39507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514804845222073,0.66621803499327,0.0302826379542396,6.32907133243607,1.4535666218035,0.514804845222073,1.42328398384926,0.635935397039031,4.45154777927322,89.1,6.14510545877697,1.37085013859002,0.410797880434475,1.43927570415709,0.746419557262592,4.39283816643255,45.5103325102156,0.779212917608524,1.12150222067931,0.581619760974647,3.42295624424798,2.74956059941692,5.12607822590194,0.7,2.86674770753735
18345,"Dan Burn","Newcastle Utd","Premier League","ENG","DF",32,1992,"2024-2025",37,3330,90,97.4,37,90,0,0,0,37,26,0.62,7,30.4,0.19,0.04,0.14,1,1,2,0,0,0,2,2,2,0.09,0,0,10,1774,88.4,21,1,9,3,0,0.1,0.9,1.1,9,1968,37,25,0,12,8,0,0,0,0,37,1.78,24,39,24,55.6,1,25,66,27,36,197,34,103,0,22,15,2,36,52,5,3,146,66.1,16,23,0.62,2.62,68,45,62.1,44.7,17.5,0.47,27,0.73,12,11375,75,14,1615,1346,1,2386,9.7,32347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810810810810811,0.378378378378378,0.0540540540540541,2.02702702702703,0.324324324324324,0.243243243243243,1.05405405405405,0.72972972972973,2.78378378378378,88.4,2.09773631755663,0.35188468131557,0.245710564557016,1.14651535418541,0.810538756038787,2.92673545555315,51.0921389801765,1.05455273584087,1.20906090343978,0.854755862685758,3.08639688173605,0.92951888648457,5.15021364786159,0.7,2.14527164895231
4020,"Dan-Axel Zagadou","Stuttgart","Bundesliga","FRA","DF",24,1999,"2023-2024",19,1453,76,47.5,16,88,3,13,0,16.1,18,0.68,2,18.2,0.12,0.09,0.5,1,0,1,0,0,0,1,1,1,0.09,0,0,5,1179,86.6,8,0,3,0,0,0,0.3,0.7,3,1320,40,20,1,4,2,0,0,0,0,14,1.95,5,21,14,50,1,25,41,20,23,78,17,109,0,16,5,0,8,19,1,1,60,82.2,4,15,0.93,0,37,22,34.7,16.7,18,1.12,10,0.62,2,8514,75,3,1089,968,0,1533,11,21604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18582243633861,0,4.64556090846524,0.12388162422574,0.18582243633861,1.30075705437027,1.2388162422574,6.75154852030282,86.6,4.4894866013721,0.217653323255199,0.222363173850903,1.37364089920293,1.1854953121155,6.10777262504608,48.6249089828806,0.931353583249141,1.27934537357022,1.10411530686383,5.68849592000768,1.71038398111705,8.07195660044173,1,3.39234057257934
9742,"Daniel Vivian","Athletic Club","La Liga","ESP","DF",25,1999,"2024-2025",32,2608,82,76.3,28,90,4,22,3,29,10,0.62,5,27.8,0.17,0.22,0.8,4,0,4,0,0,1,0,1.9,1.9,0.11,2.1,2.1,16,1526,87.1,32,0,10,8,3,0,0.4,0.7,10,1685,65,58,2,11,2,0,0,0,0,28,1.88,19,40,26,65.6,6,35.3,87,47,26,152,27,164,1,23,14,3,32,26,1,13,43,58.1,11,25,0.86,0.86,47,22,44.9,29.3,15.6,0.54,34,1.17,36,11850,185,6,1325,1169,1,2085,13.8,31626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276073619631902,0.207055214723926,0.103527607361963,6.38420245398773,1.24233128834356,0.345092024539877,1.38036809815951,1.62193251533742,5.65950920245399,87.1,6.17252822298017,1.17318216240875,0.304737794778986,1.40893747569042,1.48579689966948,5.41816506974987,51.0540212295602,1.05265232494591,1.48312130948894,1.5640275608345,5.70344405761292,2.65795426838286,8.75059292793636,0.95,3.96545958573405
24575,"Daniele Ghilardi","Hellas Verona","Serie A","ITA","DF",21,2003,"2024-2025",24,2029,85,59.3,21,90,3,49,11,22.5,15,0.53,4,33.3,0.18,0,0,0,0,0,0,0,0,0,0.6,0.6,0.05,0,0,14,633,78.4,11,0,6,10,3,0,0.2,0.4,3,756,48,19,1,10,28,0,0,0,0,19,1.04,9,44,29,61,2,22.2,74,30,29,106,33,55,1,27,17,0,41,18,0,2,41,50,16,0,0,0.33,18,34,21.6,26.2,0,0,16,0.71,16,4429,57,7,606,529,1,1070,13.4,12335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443568260226713,0.310497782158699,0,2.52833908329226,0.70970921636274,0.266140956136028,1.95170034499754,1.33070478068014,2.43962543124692,78.4,2.59684678546023,0.69836313257717,0.258281403356824,1.81182664473402,1.25902501914065,2.7195463222965,51.1716984881624,1.0585179913678,1.91785110069052,1.33270063434256,2.87868871050898,1.22911325270657,6.12924044554206,1,2.60881743474525
14826,"Daniele Rugani","Juventus","Serie A","ITA","DF",29,1994,"2023-2024",17,1187,70,34.7,13,87,4,14,21,13.2,4,0.61,2,25,0.15,0.25,1,2,0,2,0,0,0,0,1.6,1.6,0.3,0.4,0.4,7,564,88.7,9,0,3,1,0,0,0.4,0.1,1,611,24,8,0,4,1,0,0,0,0,10,2.18,3,11,9,80,0,0,20,9,11,42,15,44,1,7,3,1,5,12,0,2,25,51,1,9,0.68,0.12,19,10,19.4,9.2,10.2,0.77,12,0.91,2,3696,46,2,501,451,0,738,7.3,10905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075821398483572,0.151642796967144,0.075821398483572,3.48778433024431,0.151642796967144,0.227464195450716,0.834035383319292,0.682392586352148,3.33614153327717,88.7,3.46374288086164,0.255784658630091,0.241387132092121,1.11616529011721,0.865947742881,3.51666147855004,49.4832629481565,0.974168894942753,1.08733350724694,0.843579355760555,3.42582222644684,1.37137935924685,5.35673508945433,0.85,2.41427227053504
4775,"Danilho Doekhi","Union Berlin","Bundesliga","NED","DF",26,1998,"2024-2025",34,3060,90,100,34,90,0,0,0,34,16,0.94,4,12.5,0.12,0.03,0.25,1,1,2,0,0,1,0,2.6,2.6,0.08,0,0,19,995,78.3,21,0,13,10,3,0,1.4,0.9,6,1240,25,19,1,1,6,0,0,0,0,34,1.18,13,37,24,56.5,1,20,81,44,35,169,36,97,1,18,16,3,23,64,2,6,93,55.4,10,0,0,0,36,50,37,47.8,0,0,32,0.94,13,6058,96,14,1000,883,0,1654,10.5,17773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294117647058824,0.411764705882353,0.0882352941176471,2.82352941176471,0.382352941176471,0.382352941176471,1.08823529411765,1.29411764705882,2.85294117647059,78.3,2.85279007981669,0.406438234669748,0.33128419496791,1.17932047040121,1.24947381302341,2.99815092072362,51.8138898748099,1.09044664027527,1.28598604475685,1.36248452152331,3.26932359854128,1.23792615323113,5.91779416482144,0.95,2.53880871073888
9400,"Danilo","Juventus","Serie A","BRA","DF",32,1991,"2023-2024",29,2452,85,71.7,27,90,2,11,1,27.2,15,0.62,2,11.8,0.07,0.06,0.5,1,1,2,0,0,0,0,1.3,1.3,0.08,0,0,19,1591,86,41,1,21,18,4,0.1,0.9,1,14,1635,205,49,2,23,89,0,0,0,0,27,1.83,13,60,36,66.7,1,8.3,97,37,34,94,26,142,3,38,18,4,48,20,1,3,37,57.8,16,19,0.7,0.33,41,22,36.5,22.2,14.3,0.53,48,1.76,18,11027,161,21,1345,1060,2,2118,19.1,31356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66068515497553,0.770799347471452,0.146818923327896,5.9094616639478,0.66068515497553,0.770799347471452,2.20228384991843,1.35807504078303,5.21207177814029,86,5.71998895007821,0.656899207680841,0.541934918420481,2.01342053107382,1.28788283566192,5.02628569360447,49.4832629481565,0.974168894942753,1.96141165381123,1.25461539883251,4.89645117980524,2.38996039734191,8.11247823244898,0.7,3.61572762867146
22601,"Danilo D'Ambrosio","Monza","Serie A","ITA","DF",35,1988,"2024-2025",20,1095,55,32,12,81,8,16,6,12.2,8,0.74,4,44.4,0.33,0,0,0,1,1,0,0,0,0,0.5,0.5,0.06,0,0,4,566,86.8,8,0,5,9,2,0.6,0.4,0.3,6,552,96,37,1,2,34,0,0,0,0,4,0.45,15,28,15,60.9,5,71.4,43,15,12,36,18,46,0,17,10,1,23,19,3,1,16,41,9,0,0,0,10,24,11.1,20.2,0,0,8,0.66,10,3415,34,16,476,443,1,776,18,9736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73972602739726,1.31506849315068,0.0821917808219178,2.79452054794521,0.821917808219178,0.410958904109589,2.3013698630137,1.23287671232877,3.78082191780822,86.8,2.87276464859574,0.777076690753493,0.308406234366177,1.93894387661214,1.17282122760854,3.84390649341546,46.1920014260514,0.811867991364701,1.57416647047399,0.952176014288429,3.12074464380294,1.36809548373284,5.64708712856536,0.5,2.42816433206274
14827,"Danilo Pereira","Paris S-G","Ligue 1","POR","DF",31,1991,"2023-2024",26,1995,77,65.2,22,88,4,13,5,22.2,26,0.45,1,10,0.05,0,0,0,0,0,0,0,2,0,1.4,1.4,0.14,0,0,3,2089,94,14,0,0,1,0,0,0,0.9,4,2181,39,33,1,4,5,0,0,0,0,20,2.08,4,22,12,52.9,2,40,45,23,29,100,14,128,0,14,6,2,17,15,1,1,46,61.3,8,24,1.08,0,49,25,44.1,25.5,18.5,0.84,14,0.63,28,13453,148,2,1902,2016,0,2430,10.8,40180,0,0,1,0,0,0,3,0,0,0,0.2,1,0,2,0.0451127819548872,0.0902255639097744,0.0902255639097744,6.67669172932331,1.26315789473684,0,0.992481203007519,1.03759398496241,5.77443609022556,94,6.37988890488647,1.17282136406181,0.122668381915336,1.14672267860684,1.05788270912594,5.45151689275682,48.623159887225,0.931266541104983,1.06790446251283,0.985170771422486,5.07681528049303,2.67559943373085,7.12989051442835,0.85,3.47320692782085
2789,"Dante","Nice","Ligue 1","BRA","DF",40,1983,"2024-2025",25,1964,79,64.2,21,88,4,28,1,21.8,14,0.41,2,22.2,0.09,0,0,0,0,0,0,0,0,0,0.5,0.5,0.05,0,0,15,1267,88.5,19,0,4,2,0,0,0.2,0.5,8,1336,93,63,5,8,4,0,0,0,0,17,1.8,16,32,15,51.7,7,46.7,66,34,29,74,19,112,1,17,13,2,29,19,0,5,41,66.1,14,22,1.01,0.76,45,23,40.3,23.4,17,0.78,21,0.96,18,9017,96,8,1138,949,1,1651,11.9,21977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0916496945010183,0.366598778004073,0.0916496945010183,4.39918533604888,0.824847250509165,0.183299389002037,1.46639511201629,1.55804480651731,5.13238289205703,88.5,4.30215312861101,0.796559920086497,0.216283249681152,1.47459896626542,1.41200007029973,4.92362660693227,52.0607351102089,1.10267366493187,1.62600144643664,1.55697529240146,5.42915339542208,1.84630283242517,8.61213013426017,0.5,3.51066017324812
