"replication","spearman_corr","top10_overlap"
88,0.957551740513201,0.9
89,0.995411186587657,0.9
90,0.999123389082821,0.9
91,0.996061213606853,0.9
92,0.99453991543241,0.9
93,0.99762113605927,0.9
94,0.99825478780854,0.9
95,0.928617884500238,0.8
96,0.99442706846358,1
97,0.996688813625933,0.9
98,0.978668541041766,0.8
99,0.994890915783411,0.9
100,0.982561405482298,0.9
101,0.994049903279112,0.9
102,0.996128672599261,0.9
103,0.999289277686844,0.9
104,0.996199335448828,0.9
105,0.993951117683369,0.9
106,0.994640658940862,0.9
107,0.953542647254615,0.9
108,0.992327296079832,0.9
109,0.982100584027562,0.9
110,0.998107944355409,0.9
111,0.837427566129392,0.5
112,0.997798594147479,1
113,0.994748166147761,0.9
114,0.998346987697901,1
115,0.996077232892649,0.9
116,0.993824743317644,0.9
117,0.990595967269395,0.9
118,0.948111753385587,0.8
119,0.990078900322308,0.9
120,0.949128088073321,0.8
121,0.997129521977392,0.9
122,0.959249428823465,0.9
123,0.985440249131933,0.9
124,0.9424366544042,0.8
125,0.983106951159689,0.9
126,0.991172839550121,0.9
127,0.955548617820423,0.9
128,0.97949762807775,0.8
129,0.999203307519738,1
130,0.999385037417492,1
131,0.925881968478317,0.8
132,0.992792923320307,0.9
133,0.966319095629441,0.8
134,0.982392846997309,0.9
135,0.998060242482149,0.9
136,0.834599450218111,0.5
137,0.989189829960621,0.9
138,0.971629666862933,0.9
139,0.999450004520998,0.9
140,0.953263199713504,0.8
141,0.998968002010598,0.9
142,0.988162281772829,0.9
143,0.9946559662584,0.9
144,0.999032079153783,0.9
145,0.909965918079508,0.7
146,0.963354637796829,0.9
147,0.963381158614424,0.9
148,0.986538816153421,0.9
149,0.947780510153735,0.8
150,0.965849552563549,0.9
151,0.99731908352598,0.9
152,0.991079037732182,0.9
153,0.968121087289444,0.9
154,0.991851879275814,0.9
155,0.932698886552842,0.8
156,0.973696510714766,0.8
157,0.904465785297428,0.7
158,0.990322037482281,0.9
159,0.965723534181952,0.9
160,0.981243018261274,0.9
161,0.988015260327634,0.9
