"Cluster","n_players","Ball_Progression","Defensive_Intensity","Creative_Involvement","Passing_Security","Mean_Age","Cluster_Label"
"1",82,3.46988440923921,2.16618776951243,0.3863288413635,87.2390243902439,23.9878048780488,"Progressive distributors"
"2",148,1.96657782133096,1.86587587490929,0.18080267835725,85.8898648648649,23.9121621621622,"Balanced centre-backs"
